sample_name	age	age_unit	altitude	anonymized_name	biological_specimen	body_habitat	body_product	body_site	cage	collection_date	country	depth	description	distended_belly	dna_extracted	elevation	env_biome	env_feature	env_material	env_package	event_type	fungi_head	fungi_present	group_event	group_event_treatment	group_harvest	group_treatment	harvest_event	harvest_group	harvest_time_days	host_common_name	host_subject_id	host_taxid	key_head	key_limbs	key_torso	latitude	longitude	ph	ph_cat_group	ph_category	physical_specimen_remaining	public	publication	qiita_study_id	sample_group	sample_group_allskin	sample_type	soil_controls	soil_ph	time_bin	title	treatment	treatment_group_event	unique_samples	unique_treatment	unique_treatment_control	weight
714.pleural.T7.S5	77	days	0	pleural.T7.S5	mouse.sterile_soil.pleural.7	UBERON:lung	UBERON:tissue fluid	UBERON:pleural cavity	7	5/2/11	GAZ:United States of America	0	sterile_soil.pleural.7	ruptured	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	bodily fluid	host-associated	not_zero	yes	yes	pleural.7	pleural.7.sterile_soil	pleural.7	pleural.sterile_soil	7	7.pleural	48	mouse	T7.S5	10090	7	3	7	40.01	-105.27	8.73	soil.Above8	Above8	FALSE	TRUE	test	714	pleural	soil	pleura	NA	8.73	50	Mouse_Decomp_Forensics_2011	sterile_soil	sterile_soil.pleural.7	unique	unique.sterile_soil	uniqueNAsterile_soil	21.5
714.soil1.0.1g.T0S1	89	days	0	soil1.0.1g.T0S1	mouse.sterile_soil.soil.0				4	3/15/11	GAZ:United States of America	0	sterile_soil.soil.0	no	TRUE	1624	ENVO:terrestrial biome	ENVO:soil	soil	soil	zero	no	no	soil.0	soil.0.sterile_soil	soil.0	soil.sterile_soil	0	0.soil	0	mouse	T0.S1		1	1	1	40.01	-105.27	6.01	soil.Below7	Below7	FALSE	TRUE	sterile_v_untreated	714	soil	soil	soil	w_corpse	6.01	0	Mouse_Decomp_Forensics_2011	sterile_soil	sterile_soil.soil.0	unique	unique.sterile_soil	uniquew_corpsesterile_soil	32.8
714.soil1.0.1g.T0S2	36	days	0	soil1.0.1g.T0S2	mouse.sterile_soil.soil.0				14	3/15/11	GAZ:United States of America	0	sterile_soil.soil.0	no	TRUE	1624	ENVO:terrestrial biome	ENVO:soil	soil	soil	zero	no	no	soil.0	soil.0.sterile_soil	soil.0	soil.sterile_soil	0	0.soil	0	mouse	T0.S2		1	1	1	40.01	-105.27	6.01	soil.Below7	Below7	FALSE	TRUE	sterile_v_untreated	714	soil	soil	soil	w_corpse	6.01	0	Mouse_Decomp_Forensics_2011	sterile_soil	sterile_soil.soil.0	unique	unique.sterile_soil	uniquew_corpsesterile_soil	16.9
714.soil1.0.1g.T0S3	89	days	0	soil1.0.1g.T0S3	mouse.sterile_soil.soil.0				3	3/15/11	GAZ:United States of America	0	sterile_soil.soil.0	no	TRUE	1624	ENVO:terrestrial biome	ENVO:soil	soil	soil	zero	no	no	soil.0	soil.0.sterile_soil	soil.0	soil.sterile_soil	0	0.soil	0	mouse	T0.S3		1	1	1	40.01	-105.27	5.99	soil.Below7	Below7	FALSE	TRUE	sterile_v_untreated	714	soil	soil	soil	w_corpse	5.99	0	Mouse_Decomp_Forensics_2011	sterile_soil	sterile_soil.soil.0	repeat	repeat.sterile_soil	repeatw_corpsesterile_soil	28.3
714.soil1.0.1g.T0S4	36	days	0	soil1.0.1g.T0S4	mouse.sterile_soil.soil.0				14	3/15/11	GAZ:United States of America	0	sterile_soil.soil.0	no	TRUE	1624	ENVO:terrestrial biome	ENVO:soil	soil	soil	zero	no	no	soil.0	soil.0.sterile_soil	soil.0	soil.sterile_soil	0	0.soil	0	mouse	T0.S4		1	1	1	40.01	-105.27	5.94	soil.Below7	Below7	FALSE	TRUE	sterile_v_untreated	714	soil	soil	soil	w_corpse	5.94	0	Mouse_Decomp_Forensics_2011	sterile_soil	sterile_soil.soil.0	unique	unique.sterile_soil	uniquew_corpsesterile_soil	19.1
714.soil1.0.1g.T0S5	52	days	0	soil1.0.1g.T0S5	mouse.sterile_soil.soil.0				11	3/15/11	GAZ:United States of America	0	sterile_soil.soil.0	no	TRUE	1624	ENVO:terrestrial biome	ENVO:soil	soil	soil	zero	no	no	soil.0	soil.0.sterile_soil	soil.0	soil.sterile_soil	0	0.soil	0	mouse	T0.S5		1	1	1	40.01	-105.27	6.11	soil.Below7	Below7	FALSE	TRUE	sterile_v_untreated	714	soil	soil	soil	w_corpse	6.11	0	Mouse_Decomp_Forensics_2011	sterile_soil	sterile_soil.soil.0	repeat	repeat.sterile_soil	repeatw_corpsesterile_soil	21.4
714.soil1.0.1g.T0U1	88	days	0	soil1.0.1g.T0U1	mouse.untreated_soil.soil.0				5	3/15/11	GAZ:United States of America	0	untreated_soil.soil.0	no	TRUE	1624	ENVO:terrestrial biome	ENVO:soil	soil	soil	zero	no	no	soil.0	soil.0.untreated_soil	soil.0	soil.untreated_soil	0	0.soil	0	mouse	T0.U1		1	1	1	40.01	-105.27	6.18	soil.Below7	Below7	FALSE	TRUE	Metcalf_2013_eLife	714	soil	soil	soil	w_corpse	6.18	0	Mouse_Decomp_Forensics_2011	untreated_soil	untreated_soil.soil.0	repeat	repeat.untreated_soil	repeatw_corpseuntreated_soil	26.2
714.soil1.0.1g.T0U2	88	days	0	soil1.0.1g.T0U2	mouse.untreated_soil.soil.0				5	3/15/11	GAZ:United States of America	0	untreated_soil.soil.0	no	TRUE	1624	ENVO:terrestrial biome	ENVO:soil	soil	soil	zero	no	no	soil.0	soil.0.untreated_soil	soil.0	soil.untreated_soil	0	0.soil	0	mouse	T0.U2		1	1	1	40.01	-105.27	6.12	soil.Below7	Below7	FALSE	TRUE	Metcalf_2013_eLife	714	soil	soil	soil	w_corpse	6.12	0	Mouse_Decomp_Forensics_2011	untreated_soil	untreated_soil.soil.0	repeat	repeat.untreated_soil	repeatw_corpseuntreated_soil	27.6
714.soil1.0.1g.T0U3	79	days	0	soil1.0.1g.T0U3	mouse.untreated_soil.soil.0				6	3/15/11	GAZ:United States of America	0	untreated_soil.soil.0	no	TRUE	1624	ENVO:terrestrial biome	ENVO:soil	soil	soil	zero	no	no	soil.0	soil.0.untreated_soil	soil.0	soil.untreated_soil	0	0.soil	0	mouse	T0.U3		1	1	1	40.01	-105.27	6.14	soil.Below7	Below7	FALSE	TRUE	Metcalf_2013_eLife	714	soil	soil	soil	w_corpse	6.14	0	Mouse_Decomp_Forensics_2011	untreated_soil	untreated_soil.soil.0	repeat	repeat.untreated_soil	repeatw_corpseuntreated_soil	29
714.soil1.0.1g.T0U4	109	days	0	soil1.0.1g.T0U4	mouse.untreated_soil.soil.0				1	3/15/11	GAZ:United States of America	0	untreated_soil.soil.0	no	TRUE	1624	ENVO:terrestrial biome	ENVO:soil	soil	soil	zero	no	no	soil.0	soil.0.untreated_soil	soil.0	soil.untreated_soil	0	0.soil	0	mouse	T0.U4		1	1	1	40.01	-105.27	6.13	soil.Below7	Below7	FALSE	TRUE	Metcalf_2013_eLife	714	soil	soil	soil	w_corpse	6.13	0	Mouse_Decomp_Forensics_2011	untreated_soil	untreated_soil.soil.0	repeat	repeat.untreated_soil	repeatw_corpseuntreated_soil	23.2
714.soil1.0.1g.T0U5	57	days	0	soil1.0.1g.T0U5	mouse.untreated_soil.soil.0				10	3/15/11	GAZ:United States of America	0	untreated_soil.soil.0	no	TRUE	1624	ENVO:terrestrial biome	ENVO:soil	soil	soil	zero	no	no	soil.0	soil.0.untreated_soil	soil.0	soil.untreated_soil	0	0.soil	0	mouse	T0.U5		1	1	1	40.01	-105.27	6.15	soil.Below7	Below7	FALSE	TRUE	Metcalf_2013_eLife	714	soil	soil	soil	w_corpse	6.15	0	Mouse_Decomp_Forensics_2011	untreated_soil	untreated_soil.soil.0	unique	unique.untreated_soil	uniquew_corpseuntreated_soil	25.8
714.soil1.0.1g.T4S1	57	days	0	soil1.0.1g.T4S1	mouse.sterile_soil.soil.4				10	3/28/11	GAZ:United States of America	0	sterile_soil.soil.4	yes	TRUE	1624	ENVO:terrestrial biome	ENVO:soil	soil	soil	not_zero	no	no	soil.4	soil.4.sterile_soil	soil.4	soil.sterile_soil	4	4.soil	13	mouse	T4.S1		2	1	2	40.01	-105.27	6	soil.Below7	Below7	FALSE	TRUE	sterile_v_untreated	714	soil	soil	soil	w_corpse	6	20	Mouse_Decomp_Forensics_2011	sterile_soil	sterile_soil.soil.4	repeat	repeat.sterile_soil	repeatw_corpsesterile_soil	21.8
714.soil1.0.1g.T4S2	96	days	0	soil1.0.1g.T4S2	mouse.sterile_soil.soil.4				2	3/28/11	GAZ:United States of America	0	sterile_soil.soil.4	ruptured	TRUE	1624	ENVO:terrestrial biome	ENVO:soil	soil	soil	not_zero	no	yes	soil.4	soil.4.sterile_soil	soil.4	soil.sterile_soil	4	4.soil	13	mouse	T4.S2		3	1	4	40.01	-105.27	7.08	soil.7to8	7to8	FALSE	TRUE	sterile_v_untreated	714	soil	soil	soil	w_corpse	7.08	20	Mouse_Decomp_Forensics_2011	sterile_soil	sterile_soil.soil.4	repeat	repeat.sterile_soil	repeatw_corpsesterile_soil	34
714.soil1.0.1g.T4S3	52	days	0	soil1.0.1g.T4S3	mouse.sterile_soil.soil.4				11	3/28/11	GAZ:United States of America	0	sterile_soil.soil.4	yes	TRUE	1624	ENVO:terrestrial biome	ENVO:soil	soil	soil	not_zero	no	yes	soil.4	soil.4.sterile_soil	soil.4	soil.sterile_soil	4	4.soil	13	mouse	T4.S3		1	1	2	40.01	-105.27	5.91	soil.Below7	Below7	FALSE	TRUE	sterile_v_untreated	714	soil	soil	soil	w_corpse	5.91	20	Mouse_Decomp_Forensics_2011	sterile_soil	sterile_soil.soil.4	unique	unique.sterile_soil	uniquew_corpsesterile_soil	23.8
714.soil1.0.1g.T4S4	63	days	0	soil1.0.1g.T4S4	mouse.sterile_soil.soil.4				8	3/28/11	GAZ:United States of America	0	sterile_soil.soil.4	yes	TRUE	1624	ENVO:terrestrial biome	ENVO:soil	soil	soil	not_zero	no	no	soil.4	soil.4.sterile_soil	soil.4	soil.sterile_soil	4	4.soil	13	mouse	T4.S4		3	1	2	40.01	-105.27	5.97	soil.Below7	Below7	FALSE	TRUE	sterile_v_untreated	714	soil	soil	soil	w_corpse	5.97	20	Mouse_Decomp_Forensics_2011	sterile_soil	sterile_soil.soil.4	repeat	repeat.sterile_soil	repeatw_corpsesterile_soil	27.6
714.soil1.0.1g.T4S5	77	days	0	soil1.0.1g.T4S5	mouse.sterile_soil.soil.4				7	3/28/11	GAZ:United States of America	0	sterile_soil.soil.4	ruptured	TRUE	1624	ENVO:terrestrial biome	ENVO:soil	soil	soil	not_zero	yes	yes	soil.4	soil.4.sterile_soil	soil.4	soil.sterile_soil	4	4.soil	13	mouse	T4.S5		3	1	4	40.01	-105.27	7.06	soil.7to8	7to8	FALSE	TRUE	sterile_v_untreated	714	soil	soil	soil	w_corpse	7.06	20	Mouse_Decomp_Forensics_2011	sterile_soil	sterile_soil.soil.4	unique	unique.sterile_soil	uniquew_corpsesterile_soil	25.9
714.soil1.0.1g.T4U1	77	days	0	soil1.0.1g.T4U1	mouse.untreated_soil.soil.4				7	3/28/11	GAZ:United States of America	0	untreated_soil.soil.4	ruptured	TRUE	1624	ENVO:terrestrial biome	ENVO:soil	soil	soil	not_zero	yes	yes	soil.4	soil.4.untreated_soil	soil.4	soil.untreated_soil	4	4.soil	13	mouse	T4.U1		5	3	6	40.01	-105.27	8.78	soil.Above8	Above8	FALSE	TRUE	Metcalf_2013_eLife	714	soil	soil	soil	w_corpse	8.78	20	Mouse_Decomp_Forensics_2011	untreated_soil	untreated_soil.soil.4	repeat	repeat.untreated_soil	repeatw_corpseuntreated_soil	23.9
714.soil1.0.1g.T4U2	36	days	0	soil1.0.1g.T4U2	mouse.untreated_soil.soil.4				14	3/28/11	GAZ:United States of America	0	untreated_soil.soil.4	ruptured	TRUE	1624	ENVO:terrestrial biome	ENVO:soil	soil	soil	not_zero	yes	yes	soil.4	soil.4.untreated_soil	soil.4	soil.untreated_soil	4	4.soil	13	mouse	T4.U2		3	3	4	40.01	-105.27	8.75	soil.Above8	Above8	FALSE	TRUE	Metcalf_2013_eLife	714	soil	soil	soil	w_corpse	8.75	20	Mouse_Decomp_Forensics_2011	untreated_soil	untreated_soil.soil.4	repeat	repeat.untreated_soil	repeatw_corpseuntreated_soil	17.6
714.soil1.0.1g.T4U3	89	days	0	soil1.0.1g.T4U3	mouse.untreated_soil.soil.4				4	3/28/11	GAZ:United States of America	0	untreated_soil.soil.4	yes	TRUE	1624	ENVO:terrestrial biome	ENVO:soil	soil	soil	not_zero	yes	yes	soil.4	soil.4.untreated_soil	soil.4	soil.untreated_soil	4	4.soil	13	mouse	T4.U3		3	3	3	40.01	-105.27	8.61	soil.Above8	Above8	FALSE	TRUE	Metcalf_2013_eLife	714	soil	soil	soil	w_corpse	8.61	20	Mouse_Decomp_Forensics_2011	untreated_soil	untreated_soil.soil.4	repeat	repeat.untreated_soil	repeatw_corpseuntreated_soil	30.8
714.soil1.0.1g.T4U4	109	days	0	soil1.0.1g.T4U4	mouse.untreated_soil.soil.4				1	3/28/11	GAZ:United States of America	0	untreated_soil.soil.4	ruptured	TRUE	1624	ENVO:terrestrial biome	ENVO:soil	soil	soil	not_zero	yes	yes	soil.4	soil.4.untreated_soil	soil.4	soil.untreated_soil	4	4.soil	13	mouse	T4.U4		3	3	4	40.01	-105.27	8.58	soil.Above8	Above8	FALSE	TRUE	Metcalf_2013_eLife	714	soil	soil	soil	w_corpse	8.58	20	Mouse_Decomp_Forensics_2011	untreated_soil	untreated_soil.soil.4	repeat	repeat.untreated_soil	repeatw_corpseuntreated_soil	28.8
714.soil1.0.1g.T4U5	36	days	0	soil1.0.1g.T4U5	mouse.untreated_soil.soil.4				15	3/28/11	GAZ:United States of America	0	untreated_soil.soil.4	yes	TRUE	1624	ENVO:terrestrial biome	ENVO:soil	soil	soil	not_zero	yes	yes	soil.4	soil.4.untreated_soil	soil.4	soil.untreated_soil	4	4.soil	13	mouse	T4.U5		3	3	3	40.01	-105.27	8.52	soil.Above8	Above8	FALSE	TRUE	Metcalf_2013_eLife	714	soil	soil	soil	w_corpse	8.52	20	Mouse_Decomp_Forensics_2011	untreated_soil	untreated_soil.soil.4	repeat	repeat.untreated_soil	repeatw_corpseuntreated_soil	20.2
714.soil1.0.1g.T7S1	109	days	0	soil1.0.1g.T7S1	mouse.sterile_soil.soil.7				1	5/2/11	GAZ:United States of America	0	sterile_soil.soil.7	ruptured	TRUE	1624	ENVO:terrestrial biome	ENVO:soil	soil	soil	not_zero	yes	yes	soil.7	soil.7.sterile_soil	soil.7	soil.sterile_soil	7	7.soil	48	mouse	T7.S1		7	3	7	40.01	-105.27	8.12	soil.Above8	Above8	FALSE	TRUE	sterile_v_untreated	714	soil	soil	soil	w_corpse	8.12	50	Mouse_Decomp_Forensics_2011	sterile_soil	sterile_soil.soil.7	unique	unique.sterile_soil	uniquew_corpsesterile_soil	30.9
714.soil1.0.1g.T7S2	89	days	0	soil1.0.1g.T7S2	mouse.sterile_soil.soil.7				3	5/2/11	GAZ:United States of America	0	sterile_soil.soil.7	ruptured	TRUE	1624	ENVO:terrestrial biome	ENVO:soil	soil	soil	not_zero	yes	yes	soil.7	soil.7.sterile_soil	soil.7	soil.sterile_soil	7	7.soil	48	mouse	T7.S2		7	3	7	40.01	-105.27	8.78	soil.Above8	Above8	FALSE	TRUE	sterile_v_untreated	714	soil	soil	soil	w_corpse	8.78	50	Mouse_Decomp_Forensics_2011	sterile_soil	sterile_soil.soil.7	unique	unique.sterile_soil	uniquew_corpsesterile_soil	29.1
714.soil1.0.1g.T7S3	79	days	0	soil1.0.1g.T7S3	mouse.sterile_soil.soil.7				6	5/2/11	GAZ:United States of America	0	sterile_soil.soil.7	ruptured	TRUE	1624	ENVO:terrestrial biome	ENVO:soil	soil	soil	not_zero	yes	yes	soil.7	soil.7.sterile_soil	soil.7	soil.sterile_soil	7	7.soil	48	mouse	T7.S3		7	3	7	40.01	-105.27	7.83	soil.7to8	7to8	FALSE	TRUE	sterile_v_untreated	714	soil	soil	soil	w_corpse	7.83	50	Mouse_Decomp_Forensics_2011	sterile_soil	sterile_soil.soil.7	unique	unique.sterile_soil	uniquew_corpsesterile_soil	29.5
714.soil1.0.1g.T7S4	96	days	0	soil1.0.1g.T7S4	mouse.sterile_soil.soil.7				2	5/2/11	GAZ:United States of America	0	sterile_soil.soil.7	ruptured	TRUE	1624	ENVO:terrestrial biome	ENVO:soil	soil	soil	not_zero	yes	yes	soil.7	soil.7.sterile_soil	soil.7	soil.sterile_soil	7	7.soil	48	mouse	T7.S4		5	3	5	40.01	-105.27	8.65	soil.Above8	Above8	FALSE	TRUE	sterile_v_untreated	714	soil	soil	soil	w_corpse	8.65	50	Mouse_Decomp_Forensics_2011	sterile_soil	sterile_soil.soil.7	unique	unique.sterile_soil	uniquew_corpsesterile_soil	32.2
714.soil1.0.1g.T7S5	77	days	0	soil1.0.1g.T7S5	mouse.sterile_soil.soil.7				7	5/2/11	GAZ:United States of America	0	sterile_soil.soil.7	ruptured	TRUE	1624	ENVO:terrestrial biome	ENVO:soil	soil	soil	not_zero	yes	yes	soil.7	soil.7.sterile_soil	soil.7	soil.sterile_soil	7	7.soil	48	mouse	T7.S5		7	3	7	40.01	-105.27	8.73	soil.Above8	Above8	FALSE	TRUE	sterile_v_untreated	714	soil	soil	soil	w_corpse	8.73	50	Mouse_Decomp_Forensics_2011	sterile_soil	sterile_soil.soil.7	unique	unique.sterile_soil	uniquew_corpsesterile_soil	21.5
714.soil1.0.1g.T7U1	36	days	0	soil1.0.1g.T7U1	mouse.untreated_soil.soil.7				15	5/2/11	GAZ:United States of America	0	untreated_soil.soil.7	ruptured	TRUE	1624	ENVO:terrestrial biome	ENVO:soil	soil	soil	not_zero	yes	yes	soil.7	soil.7.untreated_soil	soil.7	soil.untreated_soil	7	7.soil	48	mouse	T7.U1		7	3	7	40.01	-105.27	8.49	soil.Above8	Above8	FALSE	TRUE	Metcalf_2013_eLife	714	soil	soil	soil	w_corpse	8.49	50	Mouse_Decomp_Forensics_2011	untreated_soil	untreated_soil.soil.7	unique	unique.untreated_soil	uniquew_corpseuntreated_soil	27.4
714.soil1.0.1g.T7U2	88	days	0	soil1.0.1g.T7U2	mouse.untreated_soil.soil.7				5	5/2/11	GAZ:United States of America	0	untreated_soil.soil.7	ruptured	TRUE	1624	ENVO:terrestrial biome	ENVO:soil	soil	soil	not_zero	yes	yes	soil.7	soil.7.untreated_soil	soil.7	soil.untreated_soil	7	7.soil	48	mouse	T7.U2		8	3	8	40.01	-105.27	8.83	soil.Above8	Above8	FALSE	TRUE	Metcalf_2013_eLife	714	soil	soil	soil	w_corpse	8.83	50	Mouse_Decomp_Forensics_2011	untreated_soil	untreated_soil.soil.7	unique	unique.untreated_soil	uniquew_corpseuntreated_soil	27
714.soil1.0.1g.T7U3	89	days	0	soil1.0.1g.T7U3	mouse.untreated_soil.soil.7				3	5/2/11	GAZ:United States of America	0	untreated_soil.soil.7	ruptured	TRUE	1624	ENVO:terrestrial biome	ENVO:soil	soil	soil	not_zero	yes	yes	soil.7	soil.7.untreated_soil	soil.7	soil.untreated_soil	7	7.soil	48	mouse	T7.U3		8	3	7	40.01	-105.27	8.9	soil.Above8	Above8	FALSE	TRUE	Metcalf_2013_eLife	714	soil	soil	soil	w_corpse	8.9	50	Mouse_Decomp_Forensics_2011	untreated_soil	untreated_soil.soil.7	unique	unique.untreated_soil	uniquew_corpseuntreated_soil	29.3
714.soil1.0.1g.T7U4	52	days	0	soil1.0.1g.T7U4	mouse.untreated_soil.soil.7				11	5/2/11	GAZ:United States of America	0	untreated_soil.soil.7	ruptured	TRUE	1624	ENVO:terrestrial biome	ENVO:soil	soil	soil	not_zero	yes	yes	soil.7	soil.7.untreated_soil	soil.7	soil.untreated_soil	7	7.soil	48	mouse	T7.U4		8	3	8	40.01	-105.27	8.84	soil.Above8	Above8	FALSE	TRUE	Metcalf_2013_eLife	714	soil	soil	soil	w_corpse	8.84	50	Mouse_Decomp_Forensics_2011	untreated_soil	untreated_soil.soil.7	unique	unique.untreated_soil	uniquew_corpseuntreated_soil	23
714.soil1.0.1g.T7U5	88	days	0	soil1.0.1g.T7U5	mouse.untreated_soil.soil.7				5	5/2/11	GAZ:United States of America	0	untreated_soil.soil.7	ruptured	TRUE	1624	ENVO:terrestrial biome	ENVO:soil	soil	soil	not_zero	yes	yes	soil.7	soil.7.untreated_soil	soil.7	soil.untreated_soil	7	7.soil	48	mouse	T7.U5		8	3	8	40.01	-105.27	8.17	soil.Above8	Above8	FALSE	TRUE	Metcalf_2013_eLife	714	soil	soil	soil	w_corpse	8.17	50	Mouse_Decomp_Forensics_2011	untreated_soil	untreated_soil.soil.7	unique	unique.untreated_soil	uniquew_corpseuntreated_soil	17.1
714.soil1.0.3g.T7S1	109	days	0	soil1.0.3g.T7S1	mouse.sterile_soil.soil.7				1	5/2/11	GAZ:United States of America	0	sterile_soil.soil.7	ruptured	TRUE	1624	ENVO:terrestrial biome	ENVO:soil	soil	soil	not_zero	yes	yes	soil.7	soil.7.sterile_soil	soil.7	soil.sterile_soil	7	7.soil	48	mouse	T7.S1		7	3	7	40.01	-105.27	8.12	soil.Above8	Above8	FALSE	TRUE	sterile_v_untreated	714	soil	soil	soil	w_corpse	8.12	50	Mouse_Decomp_Forensics_2011	sterile_soil	sterile_soil.soil.7	repeat	repeat.sterile_soil	repeatw_corpsesterile_soil	30.9
714.soil1.0.3g.T7S2	89	days	0	soil1.0.3g.T7S2	mouse.sterile_soil.soil.7				3	5/2/11	GAZ:United States of America	0	sterile_soil.soil.7	ruptured	TRUE	1624	ENVO:terrestrial biome	ENVO:soil	soil	soil	not_zero	yes	yes	soil.7	soil.7.sterile_soil	soil.7	soil.sterile_soil	7	7.soil	48	mouse	T7.S2		7	3	7	40.01	-105.27	8.78	soil.Above8	Above8	FALSE	TRUE	sterile_v_untreated	714	soil	soil	soil	w_corpse	8.78	50	Mouse_Decomp_Forensics_2011	sterile_soil	sterile_soil.soil.7	repeat	repeat.sterile_soil	repeatw_corpsesterile_soil	29.1
714.soil1.0.3g.T7S3	79	days	0	soil1.0.3g.T7S3	mouse.sterile_soil.soil.7				6	5/2/11	GAZ:United States of America	0	sterile_soil.soil.7	ruptured	TRUE	1624	ENVO:terrestrial biome	ENVO:soil	soil	soil	not_zero	yes	yes	soil.7	soil.7.sterile_soil	soil.7	soil.sterile_soil	7	7.soil	48	mouse	T7.S3		7	3	7	40.01	-105.27	7.83	soil.7to8	7to8	FALSE	TRUE	sterile_v_untreated	714	soil	soil	soil	w_corpse	7.83	50	Mouse_Decomp_Forensics_2011	sterile_soil	sterile_soil.soil.7	repeat	repeat.sterile_soil	repeatw_corpsesterile_soil	29.5
714.soil1.0.3g.T7U1	36	days	0	soil1.0.3g.T7U1	mouse.untreated_soil.soil.7				15	5/2/11	GAZ:United States of America	0	untreated_soil.soil.7	ruptured	TRUE	1624	ENVO:terrestrial biome	ENVO:soil	soil	soil	not_zero	yes	yes	soil.7	soil.7.untreated_soil	soil.7	soil.untreated_soil	7	7.soil	48	mouse	T7.U1		7	3	7	40.01	-105.27	8.49	soil.Above8	Above8	FALSE	TRUE	Metcalf_2013_eLife	714	soil	soil	soil	w_corpse	8.49	50	Mouse_Decomp_Forensics_2011	untreated_soil	untreated_soil.soil.7	repeat	repeat.untreated_soil	repeatw_corpseuntreated_soil	27.4
714.soil1.0.3g.T7U2	88	days	0	soil1.0.3g.T7U2	mouse.untreated_soil.soil.7				5	5/2/11	GAZ:United States of America	0	untreated_soil.soil.7	ruptured	TRUE	1624	ENVO:terrestrial biome	ENVO:soil	soil	soil	not_zero	yes	yes	soil.7	soil.7.untreated_soil	soil.7	soil.untreated_soil	7	7.soil	48	mouse	T7.U2		8	3	8	40.01	-105.27	8.83	soil.Above8	Above8	FALSE	TRUE	Metcalf_2013_eLife	714	soil	soil	soil	w_corpse	8.83	50	Mouse_Decomp_Forensics_2011	untreated_soil	untreated_soil.soil.7	repeat	repeat.untreated_soil	repeatw_corpseuntreated_soil	27
714.soil1.0.3g.T7U3	89	days	0	soil1.0.3g.T7U3	mouse.untreated_soil.soil.7				3	5/2/11	GAZ:United States of America	0	untreated_soil.soil.7	ruptured	TRUE	1624	ENVO:terrestrial biome	ENVO:soil	soil	soil	not_zero	yes	yes	soil.7	soil.7.untreated_soil	soil.7	soil.untreated_soil	7	7.soil	48	mouse	T7.U3		8	3	7	40.01	-105.27	8.9	soil.Above8	Above8	FALSE	TRUE	Metcalf_2013_eLife	714	soil	soil	soil	w_corpse	8.9	50	Mouse_Decomp_Forensics_2011	untreated_soil	untreated_soil.soil.7	repeat	repeat.untreated_soil	repeatw_corpseuntreated_soil	29.3
714.soil1.T0S1	89	days	0	soil1.T0S1	mouse.sterile_soil.soil.0				4	3/15/11	GAZ:United States of America	0	sterile_soil.soil.0	no	TRUE	1624	ENVO:terrestrial biome	ENVO:soil	soil	soil	zero	no	no	soil.0	soil.0.sterile_soil	soil.0	soil.sterile_soil	0	0.soil	0	mouse	T0.S1		1	1	1	40.01	-105.27	6.01	soil.Below7	Below7	FALSE	TRUE	sterile_v_untreated	714	soil	soil	soil	w_corpse	6.01	0	Mouse_Decomp_Forensics_2011	sterile_soil	sterile_soil.soil.0	repeat	repeat.sterile_soil	repeatw_corpsesterile_soil	32.8
714.soil1.T0S2	36	days	0	soil1.T0S2	mouse.sterile_soil.soil.0				14	3/15/11	GAZ:United States of America	0	sterile_soil.soil.0	no	TRUE	1624	ENVO:terrestrial biome	ENVO:soil	soil	soil	zero	no	no	soil.0	soil.0.sterile_soil	soil.0	soil.sterile_soil	0	0.soil	0	mouse	T0.S2		1	1	1	40.01	-105.27	6.01	soil.Below7	Below7	FALSE	TRUE	sterile_v_untreated	714	soil	soil	soil	w_corpse	6.01	0	Mouse_Decomp_Forensics_2011	sterile_soil	sterile_soil.soil.0	repeat	repeat.sterile_soil	repeatw_corpsesterile_soil	16.9
714.soil1.T0S3	89	days	0	soil1.T0S3	mouse.sterile_soil.soil.0				3	3/15/11	GAZ:United States of America	0	sterile_soil.soil.0	no	TRUE	1624	ENVO:terrestrial biome	ENVO:soil	soil	soil	zero	no	no	soil.0	soil.0.sterile_soil	soil.0	soil.sterile_soil	0	0.soil	0	mouse	T0.S3		1	1	1	40.01	-105.27	5.99	soil.Below7	Below7	FALSE	TRUE	sterile_v_untreated	714	soil	soil	soil	w_corpse	5.99	0	Mouse_Decomp_Forensics_2011	sterile_soil	sterile_soil.soil.0	unique	unique.sterile_soil	uniquew_corpsesterile_soil	28.3
714.soil1.T0S4	36	days	0	soil1.T0S4	mouse.sterile_soil.soil.0				14	3/15/11	GAZ:United States of America	0	sterile_soil.soil.0	no	TRUE	1624	ENVO:terrestrial biome	ENVO:soil	soil	soil	zero	no	no	soil.0	soil.0.sterile_soil	soil.0	soil.sterile_soil	0	0.soil	0	mouse	T0.S4		1	1	1	40.01	-105.27	5.94	soil.Below7	Below7	FALSE	TRUE	sterile_v_untreated	714	soil	soil	soil	w_corpse	5.94	0	Mouse_Decomp_Forensics_2011	sterile_soil	sterile_soil.soil.0	repeat	repeat.sterile_soil	repeatw_corpsesterile_soil	19.1
