sample_name	age	age_unit	altitude	anonymized_name	biological_specimen	body_habitat	body_product	body_site	cage	collection_date	country	depth	description	distended_belly	dna_extracted	elevation	env_biome	env_feature	env_material	env_package	event_type	fungi_head	fungi_present	group_event	group_event_treatment	group_harvest	group_treatment	harvest_event	harvest_group	harvest_time_days	host_common_name	host_subject_id	host_taxid	key_head	key_limbs	key_torso	latitude	longitude	ph	ph_cat_group	ph_category	physical_specimen_remaining	public	publication	qiita_study_id	sample_group	sample_group_allskin	sample_type	soil_controls	soil_ph	time_bin	title	treatment	treatment_group_event	unique_samples	unique_treatment	unique_treatment_control	weight
714.Ab.liq.T0.S1	89	days	0	Ab.liq.T0.S1	mouse.sterile_soil.abdominal.0	UBERON:abdominal cavity	UBERON:tissue fluid	UBERON:mesentery	4	3/15/11	GAZ:United States of America	0	sterile_soil.abdominal.0	no	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	bodily fluid	host-associated	zero	no	no	abdominal.0	abdominal.0.sterile_soil	abdominal.0	abdominal.sterile_soil	0	0.abdominal	0	mouse	T0.S1	10090	1	1	1	40.01	-105.27	6.01	abdominal.Below7	Below7	FALSE	TRUE	sterile_v_untreated	714	abdominal	abdominal	abdominal liquid	NA	6.01	0	Mouse_Decomp_Forensics_2011	sterile_soil	sterile_soil.abdominal.0	repeat	repeat.sterile_soil	repeatNAsterile_soil	32.8
714.Ab.liq.T0.S2	36	days	0	Ab.liq.T0.S2	mouse.sterile_soil.abdominal.0	UBERON:abdominal cavity	UBERON:tissue fluid	UBERON:mesentery	14	3/15/11	GAZ:United States of America	0	sterile_soil.abdominal.0	no	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	bodily fluid	host-associated	zero	no	no	abdominal.0	abdominal.0.sterile_soil	abdominal.0	abdominal.sterile_soil	0	0.abdominal	0	mouse	T0.S2	10090	1	1	1	40.01	-105.27	6.01	abdominal.Below7	Below7	FALSE	TRUE	sterile_v_untreated	714	abdominal	abdominal	abdominal liquid	NA	6.01	0	Mouse_Decomp_Forensics_2011	sterile_soil	sterile_soil.abdominal.0	repeat	repeat.sterile_soil	repeatNAsterile_soil	16.9
714.Ab.liq.T0.S3	89	days	0	Ab.liq.T0.S3	mouse.sterile_soil.abdominal.0	UBERON:abdominal cavity	UBERON:tissue fluid	UBERON:mesentery	3	3/15/11	GAZ:United States of America	0	sterile_soil.abdominal.0	no	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	bodily fluid	host-associated	zero	no	no	abdominal.0	abdominal.0.sterile_soil	abdominal.0	abdominal.sterile_soil	0	0.abdominal	0	mouse	T0.S3	10090	1	1	1	40.01	-105.27	5.99	abdominal.Below7	Below7	FALSE	TRUE	sterile_v_untreated	714	abdominal	abdominal	abdominal liquid	NA	5.99	0	Mouse_Decomp_Forensics_2011	sterile_soil	sterile_soil.abdominal.0	repeat	repeat.sterile_soil	repeatNAsterile_soil	28.3
714.Ab.liq.T0.S4	36	days	0	Ab.liq.T0.S4	mouse.sterile_soil.abdominal.0	UBERON:abdominal cavity	UBERON:tissue fluid	UBERON:mesentery	14	3/15/11	GAZ:United States of America	0	sterile_soil.abdominal.0	no	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	bodily fluid	host-associated	zero	no	no	abdominal.0	abdominal.0.sterile_soil	abdominal.0	abdominal.sterile_soil	0	0.abdominal	0	mouse	T0.S4	10090	1	1	1	40.01	-105.27	5.94	abdominal.Below7	Below7	FALSE	TRUE	sterile_v_untreated	714	abdominal	abdominal	abdominal liquid	NA	5.94	0	Mouse_Decomp_Forensics_2011	sterile_soil	sterile_soil.abdominal.0	repeat	repeat.sterile_soil	repeatNAsterile_soil	19.1
714.Ab.liq.T0.S5	52	days	0	Ab.liq.T0.S5	mouse.sterile_soil.abdominal.0	UBERON:abdominal cavity	UBERON:tissue fluid	UBERON:mesentery	11	3/15/11	GAZ:United States of America	0	sterile_soil.abdominal.0	no	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	bodily fluid	host-associated	zero	no	no	abdominal.0	abdominal.0.sterile_soil	abdominal.0	abdominal.sterile_soil	0	0.abdominal	0	mouse	T0.S5	10090	1	1	1	40.01	-105.27	6.11	abdominal.Below7	Below7	FALSE	TRUE	sterile_v_untreated	714	abdominal	abdominal	abdominal liquid	NA	6.11	0	Mouse_Decomp_Forensics_2011	sterile_soil	sterile_soil.abdominal.0	repeat	repeat.sterile_soil	repeatNAsterile_soil	21.4
714.Ab.liq.T0.U1	88	days	0	Ab.liq.T0.U1	mouse.untreated_soil.abdominal.0	UBERON:abdominal cavity	UBERON:tissue fluid	UBERON:mesentery	5	3/15/11	GAZ:United States of America	0	untreated_soil.abdominal.0	no	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	bodily fluid	host-associated	zero	no	no	abdominal.0	abdominal.0.untreated_soil	abdominal.0	abdominal.untreated_soil	0	0.abdominal	0	mouse	T0.U1	10090	1	1	1	40.01	-105.27	6.18	abdominal.Below7	Below7	FALSE	TRUE	Metcalf_2013_eLife	714	abdominal	abdominal	abdominal liquid	NA	6.18	0	Mouse_Decomp_Forensics_2011	untreated_soil	untreated_soil.abdominal.0	repeat	repeat.untreated_soil	repeatNAuntreated_soil	26.2
714.Ab.liq.T0.U2	88	days	0	Ab.liq.T0.U2	mouse.untreated_soil.abdominal.0	UBERON:abdominal cavity	UBERON:tissue fluid	UBERON:mesentery	5	3/15/11	GAZ:United States of America	0	untreated_soil.abdominal.0	no	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	bodily fluid	host-associated	zero	no	no	abdominal.0	abdominal.0.untreated_soil	abdominal.0	abdominal.untreated_soil	0	0.abdominal	0	mouse	T0.U2	10090	1	1	1	40.01	-105.27	6.12	abdominal.Below7	Below7	FALSE	TRUE	Metcalf_2013_eLife	714	abdominal	abdominal	abdominal liquid	NA	6.12	0	Mouse_Decomp_Forensics_2011	untreated_soil	untreated_soil.abdominal.0	repeat	repeat.untreated_soil	repeatNAuntreated_soil	27.6
714.Ab.liq.T0.U3	79	days	0	Ab.liq.T0.U3	mouse.untreated_soil.abdominal.0	UBERON:abdominal cavity	UBERON:tissue fluid	UBERON:mesentery	6	3/15/11	GAZ:United States of America	0	untreated_soil.abdominal.0	no	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	bodily fluid	host-associated	zero	no	no	abdominal.0	abdominal.0.untreated_soil	abdominal.0	abdominal.untreated_soil	0	0.abdominal	0	mouse	T0.U3	10090	1	1	1	40.01	-105.27	6.14	abdominal.Below7	Below7	FALSE	TRUE	Metcalf_2013_eLife	714	abdominal	abdominal	abdominal liquid	NA	6.14	0	Mouse_Decomp_Forensics_2011	untreated_soil	untreated_soil.abdominal.0	unique	unique.untreated_soil	uniqueNAuntreated_soil	29
714.Ab.liq.T0.U4	109	days	0	Ab.liq.T0.U4	mouse.untreated_soil.abdominal.0	UBERON:abdominal cavity	UBERON:tissue fluid	UBERON:mesentery	1	3/15/11	GAZ:United States of America	0	untreated_soil.abdominal.0	no	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	bodily fluid	host-associated	zero	no	no	abdominal.0	abdominal.0.untreated_soil	abdominal.0	abdominal.untreated_soil	0	0.abdominal	0	mouse	T0.U4	10090	1	1	1	40.01	-105.27	6.13	abdominal.Below7	Below7	FALSE	TRUE	Metcalf_2013_eLife	714	abdominal	abdominal	abdominal liquid	NA	6.13	0	Mouse_Decomp_Forensics_2011	untreated_soil	untreated_soil.abdominal.0	repeat	repeat.untreated_soil	repeatNAuntreated_soil	23.2
714.Ab.liq.T0.U5	57	days	0	Ab.liq.T0.U5	mouse.untreated_soil.abdominal.0	UBERON:abdominal cavity	UBERON:tissue fluid	UBERON:mesentery	10	3/15/11	GAZ:United States of America	0	untreated_soil.abdominal.0	no	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	bodily fluid	host-associated	zero	no	no	abdominal.0	abdominal.0.untreated_soil	abdominal.0	abdominal.untreated_soil	0	0.abdominal	0	mouse	T0.U5	10090	1	1	1	40.01	-105.27	6.15	abdominal.Below7	Below7	FALSE	TRUE	Metcalf_2013_eLife	714	abdominal	abdominal	abdominal liquid	NA	6.15	0	Mouse_Decomp_Forensics_2011	untreated_soil	untreated_soil.abdominal.0	repeat	repeat.untreated_soil	repeatNAuntreated_soil	25.8
714.Ab.liq.T1.S1	52	days	0	Ab.liq.T1.S1	mouse.sterile_soil.abdominal.1	UBERON:abdominal cavity	UBERON:tissue fluid	UBERON:mesentery	11	3/18/11	GAZ:United States of America	0	sterile_soil.abdominal.1	no	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	bodily fluid	host-associated	not_zero	no	no	abdominal.1	abdominal.1.sterile_soil	abdominal.1	abdominal.sterile_soil	1	1.abdominal	3	mouse	T1.S1	10090	1	1	1	40.01	-105.27	6.01	abdominal.Below7	Below7	FALSE	TRUE	sterile_v_untreated	714	abdominal	abdominal	abdominal liquid	NA	6.01	10	Mouse_Decomp_Forensics_2011	sterile_soil	sterile_soil.abdominal.1	repeat	repeat.sterile_soil	repeatNAsterile_soil	24.6
714.Ab.liq.T1.S2	96	days	0	Ab.liq.T1.S2	mouse.sterile_soil.abdominal.1	UBERON:abdominal cavity	UBERON:tissue fluid	UBERON:mesentery	2	3/18/11	GAZ:United States of America	0	sterile_soil.abdominal.1	yes	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	bodily fluid	host-associated	not_zero	no	no	abdominal.1	abdominal.1.sterile_soil	abdominal.1	abdominal.sterile_soil	1	1.abdominal	3	mouse	T1.S2	10090	1	1	3	40.01	-105.27	6	abdominal.Below7	Below7	FALSE	TRUE	sterile_v_untreated	714	abdominal	abdominal	abdominal liquid	NA	6	10	Mouse_Decomp_Forensics_2011	sterile_soil	sterile_soil.abdominal.1	unique	unique.sterile_soil	uniqueNAsterile_soil	36.7
714.Ab.liq.T1.S3	49	days	0	Ab.liq.T1.S3	mouse.sterile_soil.abdominal.1	UBERON:abdominal cavity	UBERON:tissue fluid	UBERON:mesentery	13	3/18/11	GAZ:United States of America	0	sterile_soil.abdominal.1	no	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	bodily fluid	host-associated	not_zero	no	no	abdominal.1	abdominal.1.sterile_soil	abdominal.1	abdominal.sterile_soil	1	1.abdominal	3	mouse	T1.S3	10090	1	1	1	40.01	-105.27	5.83	abdominal.Below7	Below7	FALSE	TRUE	sterile_v_untreated	714	abdominal	abdominal	abdominal liquid	NA	5.83	10	Mouse_Decomp_Forensics_2011	sterile_soil	sterile_soil.abdominal.1	repeat	repeat.sterile_soil	repeatNAsterile_soil	22.2
714.Ab.liq.T1.S4	36	days	0	Ab.liq.T1.S4	mouse.sterile_soil.abdominal.1	UBERON:abdominal cavity	UBERON:tissue fluid	UBERON:mesentery	14	3/18/11	GAZ:United States of America	0	sterile_soil.abdominal.1	yes	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	bodily fluid	host-associated	not_zero	no	no	abdominal.1	abdominal.1.sterile_soil	abdominal.1	abdominal.sterile_soil	1	1.abdominal	3	mouse	T1.S4	10090	1	1	3	40.01	-105.27	5.87	abdominal.Below7	Below7	FALSE	TRUE	sterile_v_untreated	714	abdominal	abdominal	abdominal liquid	NA	5.87	10	Mouse_Decomp_Forensics_2011	sterile_soil	sterile_soil.abdominal.1	unique	unique.sterile_soil	uniqueNAsterile_soil	18.5
714.Ab.liq.T1.S5	63	days	0	Ab.liq.T1.S5	mouse.sterile_soil.abdominal.1	UBERON:abdominal cavity	UBERON:tissue fluid	UBERON:mesentery	9	3/18/11	GAZ:United States of America	0	sterile_soil.abdominal.1	no	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	bodily fluid	host-associated	not_zero	no	no	abdominal.1	abdominal.1.sterile_soil	abdominal.1	abdominal.sterile_soil	1	1.abdominal	3	mouse	T1.S5	10090	1	1	1	40.01	-105.27	5.91	abdominal.Below7	Below7	FALSE	TRUE	sterile_v_untreated	714	abdominal	abdominal	abdominal liquid	NA	5.91	10	Mouse_Decomp_Forensics_2011	sterile_soil	sterile_soil.abdominal.1	repeat	repeat.sterile_soil	repeatNAsterile_soil	25.3
714.Ab.liq.T1.U1	57	days	0	Ab.liq.T1.U1	mouse.untreated_soil.abdominal.1	UBERON:abdominal cavity	UBERON:tissue fluid	UBERON:mesentery	10	3/18/11	GAZ:United States of America	0	untreated_soil.abdominal.1	no	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	bodily fluid	host-associated	not_zero	no	no	abdominal.1	abdominal.1.untreated_soil	abdominal.1	abdominal.untreated_soil	1	1.abdominal	3	mouse	T1.U1	10090	1	1	1	40.01	-105.27	5.98	abdominal.Below7	Below7	FALSE	TRUE	Metcalf_2013_eLife	714	abdominal	abdominal	abdominal liquid	NA	5.98	10	Mouse_Decomp_Forensics_2011	untreated_soil	untreated_soil.abdominal.1	unique	unique.untreated_soil	uniqueNAuntreated_soil	26.2
714.Ab.liq.T1.U2	79	days	0	Ab.liq.T1.U2	mouse.untreated_soil.abdominal.1	UBERON:abdominal cavity	UBERON:tissue fluid	UBERON:mesentery	6	3/18/11	GAZ:United States of America	0	untreated_soil.abdominal.1	no	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	bodily fluid	host-associated	not_zero	no	no	abdominal.1	abdominal.1.untreated_soil	abdominal.1	abdominal.untreated_soil	1	1.abdominal	3	mouse	T1.U2	10090	1	1	1	40.01	-105.27	6.04	abdominal.Below7	Below7	FALSE	TRUE	Metcalf_2013_eLife	714	abdominal	abdominal	abdominal liquid	NA	6.04	10	Mouse_Decomp_Forensics_2011	untreated_soil	untreated_soil.abdominal.1	repeat	repeat.untreated_soil	repeatNAuntreated_soil	20.3
714.Ab.liq.T1.U3	49	days	0	Ab.liq.T1.U3	mouse.untreated_soil.abdominal.1	UBERON:abdominal cavity	UBERON:tissue fluid	UBERON:mesentery	13	3/18/11	GAZ:United States of America	0	untreated_soil.abdominal.1	no	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	bodily fluid	host-associated	not_zero	no	no	abdominal.1	abdominal.1.untreated_soil	abdominal.1	abdominal.untreated_soil	1	1.abdominal	3	mouse	T1.U3	10090	1	1	1	40.01	-105.27	5.94	abdominal.Below7	Below7	FALSE	TRUE	Metcalf_2013_eLife	714	abdominal	abdominal	abdominal liquid	NA	5.94	10	Mouse_Decomp_Forensics_2011	untreated_soil	untreated_soil.abdominal.1	repeat	repeat.untreated_soil	repeatNAuntreated_soil	20.2
714.Ab.liq.T1.U4	57	days	0	Ab.liq.T1.U4	mouse.untreated_soil.abdominal.1	UBERON:abdominal cavity	UBERON:tissue fluid	UBERON:mesentery	10	3/18/11	GAZ:United States of America	0	untreated_soil.abdominal.1	no	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	bodily fluid	host-associated	not_zero	no	yes	abdominal.1	abdominal.1.untreated_soil	abdominal.1	abdominal.untreated_soil	1	1.abdominal	3	mouse	T1.U4	10090	1	1	1	40.01	-105.27	5.98	abdominal.Below7	Below7	FALSE	TRUE	Metcalf_2013_eLife	714	abdominal	abdominal	abdominal liquid	NA	5.98	10	Mouse_Decomp_Forensics_2011	untreated_soil	untreated_soil.abdominal.1	repeat	repeat.untreated_soil	repeatNAuntreated_soil	28.5
714.Ab.liq.T1.U5	79	days	0	Ab.liq.T1.U5	mouse.untreated_soil.abdominal.1	UBERON:abdominal cavity	UBERON:tissue fluid	UBERON:mesentery	6	3/18/11	GAZ:United States of America	0	untreated_soil.abdominal.1	no	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	bodily fluid	host-associated	not_zero	no	no	abdominal.1	abdominal.1.untreated_soil	abdominal.1	abdominal.untreated_soil	1	1.abdominal	3	mouse	T1.U5	10090	1	1	2	40.01	-105.27	5.95	abdominal.Below7	Below7	FALSE	TRUE	Metcalf_2013_eLife	714	abdominal	abdominal	abdominal liquid	NA	5.95	10	Mouse_Decomp_Forensics_2011	untreated_soil	untreated_soil.abdominal.1	repeat	repeat.untreated_soil	repeatNAuntreated_soil	24.2
714.Ab.liq.T2.S1	89	days	0	Ab.liq.T2.S1	mouse.sterile_soil.abdominal.2	UBERON:abdominal cavity	UBERON:tissue fluid	UBERON:mesentery	4	3/21/11	GAZ:United States of America	0	sterile_soil.abdominal.2	yes	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	bodily fluid	host-associated	not_zero	no	no	abdominal.2	abdominal.2.sterile_soil	abdominal.2	abdominal.sterile_soil	2	2.abdominal	6	mouse	T2.S1	10090	1	1	3	40.01	-105.27	5.87	abdominal.Below7	Below7	FALSE	TRUE	sterile_v_untreated	714	abdominal	abdominal	abdominal liquid	NA	5.87	10	Mouse_Decomp_Forensics_2011	sterile_soil	sterile_soil.abdominal.2	unique	unique.sterile_soil	uniqueNAsterile_soil	38.6
714.Ab.liq.T2.S2	63	days	0	Ab.liq.T2.S2	mouse.sterile_soil.abdominal.2	UBERON:abdominal cavity	UBERON:tissue fluid	UBERON:mesentery	8	3/21/11	GAZ:United States of America	0	sterile_soil.abdominal.2	yes	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	bodily fluid	host-associated	not_zero	no	no	abdominal.2	abdominal.2.sterile_soil	abdominal.2	abdominal.sterile_soil	2	2.abdominal	6	mouse	T2.S2	10090	1	1	3	40.01	-105.27	5.85	abdominal.Below7	Below7	FALSE	TRUE	sterile_v_untreated	714	abdominal	abdominal	abdominal liquid	NA	5.85	10	Mouse_Decomp_Forensics_2011	sterile_soil	sterile_soil.abdominal.2	unique	unique.sterile_soil	uniqueNAsterile_soil	24.6
714.Ab.liq.T2.S3	96	days	0	Ab.liq.T2.S3	mouse.sterile_soil.abdominal.2	UBERON:abdominal cavity	UBERON:tissue fluid	UBERON:mesentery	2	3/21/11	GAZ:United States of America	0	sterile_soil.abdominal.2	yes	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	bodily fluid	host-associated	not_zero	no	no	abdominal.2	abdominal.2.sterile_soil	abdominal.2	abdominal.sterile_soil	2	2.abdominal	6	mouse	T2.S3	10090	1	1	3	40.01	-105.27	5.84	abdominal.Below7	Below7	FALSE	TRUE	sterile_v_untreated	714	abdominal	abdominal	abdominal liquid	NA	5.84	10	Mouse_Decomp_Forensics_2011	sterile_soil	sterile_soil.abdominal.2	unique	unique.sterile_soil	uniqueNAsterile_soil	32.5
714.Ab.liq.T2.S4	36	days	0	Ab.liq.T2.S4	mouse.sterile_soil.abdominal.2	UBERON:abdominal cavity	UBERON:tissue fluid	UBERON:mesentery	15	3/21/11	GAZ:United States of America	0	sterile_soil.abdominal.2	yes	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	bodily fluid	host-associated	not_zero	no	no	abdominal.2	abdominal.2.sterile_soil	abdominal.2	abdominal.sterile_soil	2	2.abdominal	6	mouse	T2.S4	10090	1	1	3	40.01	-105.27	5.96	abdominal.Below7	Below7	FALSE	TRUE	sterile_v_untreated	714	abdominal	abdominal	abdominal liquid	NA	5.96	10	Mouse_Decomp_Forensics_2011	sterile_soil	sterile_soil.abdominal.2	unique	unique.sterile_soil	uniqueNAsterile_soil	19.3
714.Ab.liq.T2.S5	63	days	0	Ab.liq.T2.S5	mouse.sterile_soil.abdominal.2	UBERON:abdominal cavity	UBERON:tissue fluid	UBERON:mesentery	8	3/21/11	GAZ:United States of America	0	sterile_soil.abdominal.2	yes	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	bodily fluid	host-associated	not_zero	no	no	abdominal.2	abdominal.2.sterile_soil	abdominal.2	abdominal.sterile_soil	2	2.abdominal	6	mouse	T2.S5	10090	1	1	3	40.01	-105.27	5.81	abdominal.Below7	Below7	FALSE	TRUE	sterile_v_untreated	714	abdominal	abdominal	abdominal liquid	NA	5.81	10	Mouse_Decomp_Forensics_2011	sterile_soil	sterile_soil.abdominal.2	unique	unique.sterile_soil	uniqueNAsterile_soil	25.9
714.Ab.liq.T2.U1	36	days	0	Ab.liq.T2.U1	mouse.untreated_soil.abdominal.2	UBERON:abdominal cavity	UBERON:tissue fluid	UBERON:mesentery	15	3/21/11	GAZ:United States of America	0	untreated_soil.abdominal.2	yes	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	bodily fluid	host-associated	not_zero	yes	yes	abdominal.2	abdominal.2.untreated_soil	abdominal.2	abdominal.untreated_soil	2	2.abdominal	6	mouse	T2.U1	10090	1	1	3	40.01	-105.27	6.22	abdominal.Below7	Below7	FALSE	TRUE	Metcalf_2013_eLife	714	abdominal	abdominal	abdominal liquid	NA	6.22	10	Mouse_Decomp_Forensics_2011	untreated_soil	untreated_soil.abdominal.2	unique	unique.untreated_soil	uniqueNAuntreated_soil	18.6
714.Ab.liq.T2.U2	109	days	0	Ab.liq.T2.U2	mouse.untreated_soil.abdominal.2	UBERON:abdominal cavity	UBERON:tissue fluid	UBERON:mesentery	1	3/21/11	GAZ:United States of America	0	untreated_soil.abdominal.2	yes	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	bodily fluid	host-associated	not_zero	yes	yes	abdominal.2	abdominal.2.untreated_soil	abdominal.2	abdominal.untreated_soil	2	2.abdominal	6	mouse	T2.U2	10090	1	1	3	40.01	-105.27	6.38	abdominal.Below7	Below7	FALSE	TRUE	Metcalf_2013_eLife	714	abdominal	abdominal	abdominal liquid	NA	6.38	10	Mouse_Decomp_Forensics_2011	untreated_soil	untreated_soil.abdominal.2	unique	unique.untreated_soil	uniqueNAuntreated_soil	34.1
714.Ab.liq.T2.U3	63	days	0	Ab.liq.T2.U3	mouse.untreated_soil.abdominal.2	UBERON:abdominal cavity	UBERON:tissue fluid	UBERON:mesentery	9	3/21/11	GAZ:United States of America	0	untreated_soil.abdominal.2	yes	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	bodily fluid	host-associated	not_zero	yes	yes	abdominal.2	abdominal.2.untreated_soil	abdominal.2	abdominal.untreated_soil	2	2.abdominal	6	mouse	T2.U3	10090	2	1	3	40.01	-105.27	6.19	abdominal.Below7	Below7	FALSE	TRUE	Metcalf_2013_eLife	714	abdominal	abdominal	abdominal liquid	NA	6.19	10	Mouse_Decomp_Forensics_2011	untreated_soil	untreated_soil.abdominal.2	unique	unique.untreated_soil	uniqueNAuntreated_soil	24.1
714.Ab.liq.T2.U4	79	days	0	Ab.liq.T2.U4	mouse.untreated_soil.abdominal.2	UBERON:abdominal cavity	UBERON:tissue fluid	UBERON:mesentery	6	3/21/11	GAZ:United States of America	0	untreated_soil.abdominal.2	yes	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	bodily fluid	host-associated	not_zero	yes	yes	abdominal.2	abdominal.2.untreated_soil	abdominal.2	abdominal.untreated_soil	2	2.abdominal	6	mouse	T2.U4	10090	2	1	3	40.01	-105.27	6.16	abdominal.Below7	Below7	FALSE	TRUE	Metcalf_2013_eLife	714	abdominal	abdominal	abdominal liquid	NA	6.16	10	Mouse_Decomp_Forensics_2011	untreated_soil	untreated_soil.abdominal.2	unique	unique.untreated_soil	uniqueNAuntreated_soil	25.3
714.Ab.liq.T2.U5	89	days	0	Ab.liq.T2.U5	mouse.untreated_soil.abdominal.2	UBERON:abdominal cavity	UBERON:tissue fluid	UBERON:mesentery	3	3/21/11	GAZ:United States of America	0	untreated_soil.abdominal.2	yes	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	bodily fluid	host-associated	not_zero	yes	yes	abdominal.2	abdominal.2.untreated_soil	abdominal.2	abdominal.untreated_soil	2	2.abdominal	6	mouse	T2.U5	10090	1	2	3	40.01	-105.27	6.16	abdominal.Below7	Below7	FALSE	TRUE	Metcalf_2013_eLife	714	abdominal	abdominal	abdominal liquid	NA	6.16	10	Mouse_Decomp_Forensics_2011	untreated_soil	untreated_soil.abdominal.2	unique	unique.untreated_soil	uniqueNAuntreated_soil	29
714.Ab.liq.T3.S1	79	days	0	Ab.liq.T3.S1	mouse.sterile_soil.abdominal.3	UBERON:abdominal cavity	UBERON:tissue fluid	UBERON:mesentery	6	3/24/11	GAZ:United States of America	0	sterile_soil.abdominal.3	yes	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	bodily fluid	host-associated	not_zero	yes	yes	abdominal.3	abdominal.3.sterile_soil	abdominal.3	abdominal.sterile_soil	3	3.abdominal	9	mouse	T3.S1	10090	1	1	3	40.01	-105.27	6.03	abdominal.Below7	Below7	FALSE	TRUE	sterile_v_untreated	714	abdominal	abdominal	abdominal liquid	NA	6.03	10	Mouse_Decomp_Forensics_2011	sterile_soil	sterile_soil.abdominal.3	unique	unique.sterile_soil	uniqueNAsterile_soil	24.2
714.Ab.liq.T3.S2	57	days	0	Ab.liq.T3.S2	mouse.sterile_soil.abdominal.3	UBERON:abdominal cavity	UBERON:tissue fluid	UBERON:mesentery	10	3/24/11	GAZ:United States of America	0	sterile_soil.abdominal.3	yes	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	bodily fluid	host-associated	not_zero	no	no	abdominal.3	abdominal.3.sterile_soil	abdominal.3	abdominal.sterile_soil	3	3.abdominal	9	mouse	T3.S2	10090	2	1	3	40.01	-105.27	6.01	abdominal.Below7	Below7	FALSE	TRUE	sterile_v_untreated	714	abdominal	abdominal	abdominal liquid	NA	6.01	10	Mouse_Decomp_Forensics_2011	sterile_soil	sterile_soil.abdominal.3	unique	unique.sterile_soil	uniqueNAsterile_soil	27.2
714.Ab.liq.T3.S3	88	days	0	Ab.liq.T3.S3	mouse.sterile_soil.abdominal.3	UBERON:abdominal cavity	UBERON:tissue fluid	UBERON:mesentery	5	3/24/11	GAZ:United States of America	0	sterile_soil.abdominal.3	yes	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	bodily fluid	host-associated	not_zero	no	no	abdominal.3	abdominal.3.sterile_soil	abdominal.3	abdominal.sterile_soil	3	3.abdominal	9	mouse	T3.S3	10090	1	1	3	40.01	-105.27	5.88	abdominal.Below7	Below7	FALSE	TRUE	sterile_v_untreated	714	abdominal	abdominal	abdominal liquid	NA	5.88	10	Mouse_Decomp_Forensics_2011	sterile_soil	sterile_soil.abdominal.3	unique	unique.sterile_soil	uniqueNAsterile_soil	26.7
714.Ab.liq.T3.S4	36	days	0	Ab.liq.T3.S4	mouse.sterile_soil.abdominal.3	UBERON:abdominal cavity	UBERON:tissue fluid	UBERON:mesentery	14	3/24/11	GAZ:United States of America	0	sterile_soil.abdominal.3	yes	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	bodily fluid	host-associated	not_zero	no	no	abdominal.3	abdominal.3.sterile_soil	abdominal.3	abdominal.sterile_soil	3	3.abdominal	9	mouse	T3.S4	10090	1	1	2	40.01	-105.27	5.99	abdominal.Below7	Below7	FALSE	TRUE	sterile_v_untreated	714	abdominal	abdominal	abdominal liquid	NA	5.99	10	Mouse_Decomp_Forensics_2011	sterile_soil	sterile_soil.abdominal.3	unique	unique.sterile_soil	uniqueNAsterile_soil	18.8
